#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Bordetella pertussis","J692",19440,SAMN08524477 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635745.1 ,4.10533,67.7,chromosome:NZ_CP026890.1/CP026890.1,-,1,3997,3593,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/745/GCF_004635745.1_ASM463574v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/745/GCA_004635745.1_ASM463574v1
"Bordetella pertussis","J690",19440,SAMN08524475 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635765.1 ,4.10531,67.7,chromosome:NZ_CP026892.1/CP026892.1,-,1,3996,3586,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/765/GCF_004635765.1_ASM463576v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/765/GCA_004635765.1_ASM463576v1
"Bordetella pertussis","J628",19440,SAMN08524466 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635785.1 ,4.10771,67.7,chromosome:NZ_CP026901.1/CP026901.1,-,1,3995,3599,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/785/GCF_004635785.1_ASM463578v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/785/GCA_004635785.1_ASM463578v1
"Bordetella pertussis","J617",19440,SAMN08524465 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635805.1 ,4.10428,67.7,chromosome:NZ_CP026902.1/CP026902.1,-,1,3997,3596,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/805/GCF_004635805.1_ASM463580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/805/GCA_004635805.1_ASM463580v1
"Bordetella pertussis","J614",19440,SAMN08524463 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635825.1 ,4.10425,67.7,chromosome:NZ_CP026904.1/CP026904.1,-,1,3996,3582,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/825/GCF_004635825.1_ASM463582v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/825/GCA_004635825.1_ASM463582v1
"Bordetella pertussis","J606",19440,SAMN08524462 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635845.1 ,4.11266,67.7,chromosome:NZ_CP026905.1/CP026905.1,-,1,4006,3591,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/845/GCF_004635845.1_ASM463584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/845/GCA_004635845.1_ASM463584v1
"Bordetella pertussis","J605",19440,SAMN08524461 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635865.1 ,4.11268,67.7,chromosome:NZ_CP026906.1/CP026906.1,-,1,4006,3598,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/865/GCF_004635865.1_ASM463586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/865/GCA_004635865.1_ASM463586v1
"Bordetella pertussis","J604",19440,SAMN08524460 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635885.1 ,4.11165,67.7,chromosome:NZ_CP026907.1/CP026907.1,-,1,4002,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/885/GCF_004635885.1_ASM463588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/885/GCA_004635885.1_ASM463588v1
"Bordetella pertussis","J603",19440,SAMN08524459 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635905.1 ,4.1127,67.7,chromosome:NZ_CP026908.1/CP026908.1,-,1,4003,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/905/GCF_004635905.1_ASM463590v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/905/GCA_004635905.1_ASM463590v1
"Bordetella pertussis","J656",19440,SAMN08524467 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635925.1 ,4.10877,67.7,chromosome:NZ_CP026900.1/CP026900.1,-,1,3996,3611,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/925/GCF_004635925.1_ASM463592v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/925/GCA_004635925.1_ASM463592v1
"Bordetella pertussis","J616",19440,SAMN08524464 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635945.1 ,4.10427,67.7,chromosome:NZ_CP026903.1/CP026903.1,-,1,3995,3592,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/945/GCF_004635945.1_ASM463594v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/945/GCA_004635945.1_ASM463594v1
"Bordetella pertussis","J673",19440,SAMN08469407 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635965.1 ,4.1077,67.7,chromosome:NZ_CP026618.1/CP026618.1,-,1,3995,3597,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/965/GCF_004635965.1_ASM463596v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/965/GCA_004635965.1_ASM463596v1
"Bordetella pertussis","J650",19440,SAMN08469406 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004635985.1 ,4.10771,67.7,chromosome:NZ_CP026619.1/CP026619.1,-,1,3996,3601,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/635/985/GCF_004635985.1_ASM463598v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/635/985/GCA_004635985.1_ASM463598v1
"Bordetella pertussis","J632",19440,SAMN08469405 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636005.1 ,4.10772,67.7,chromosome:NZ_CP026620.1/CP026620.1,-,1,3995,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/005/GCF_004636005.1_ASM463600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/005/GCA_004636005.1_ASM463600v1
"Bordetella pertussis","J529",19440,SAMN08469404 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636025.1 ,4.10535,67.7,chromosome:NZ_CP026621.1/CP026621.1,-,1,3991,3602,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/025/GCF_004636025.1_ASM463602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/025/GCA_004636025.1_ASM463602v1
"Bordetella pertussis","J528",19440,SAMN08469403 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636045.1 ,4.1043,67.7,chromosome:NZ_CP026622.1/CP026622.1,-,1,3990,3603,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/045/GCF_004636045.1_ASM463604v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/045/GCA_004636045.1_ASM463604v1
"Bordetella pertussis","J527",19440,SAMN08469402 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636065.1 ,4.10531,67.7,chromosome:NZ_CP026623.1/CP026623.1,-,1,3999,3605,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/065/GCF_004636065.1_ASM463606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/065/GCA_004636065.1_ASM463606v1
"Bordetella pertussis","J524",19440,SAMN08469400 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636085.1 ,4.10725,67.7,chromosome:NZ_CP026625.1/CP026625.1,-,1,4003,3604,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/085/GCF_004636085.1_ASM463608v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/085/GCA_004636085.1_ASM463608v1
"Bordetella pertussis","J523",19440,SAMN08469399 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636105.1 ,4.1085,67.7,chromosome:NZ_CP026626.1/CP026626.1,-,1,4000,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/105/GCF_004636105.1_ASM463610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/105/GCA_004636105.1_ASM463610v1
"Bordetella pertussis","J522",19440,SAMN08469398 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636125.1 ,4.10637,67.7,chromosome:NZ_CP026627.1/CP026627.1,-,1,3997,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/125/GCF_004636125.1_ASM463612v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/125/GCA_004636125.1_ASM463612v1
"Bordetella pertussis","J378",19440,SAMN08469395 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636145.1 ,4.10663,67.7,chromosome:NZ_CP026630.1/CP026630.1,-,1,3991,3601,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/145/GCF_004636145.1_ASM463614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/145/GCA_004636145.1_ASM463614v1
"Bordetella pertussis","J374",19440,SAMN08469394 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636165.1 ,4.11164,67.7,chromosome:NZ_CP026631.1/CP026631.1,-,1,4005,3612,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/165/GCF_004636165.1_ASM463616v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/165/GCA_004636165.1_ASM463616v1
"Bordetella pertussis","J368",19440,SAMN08469393 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636185.1 ,4.11059,67.7,chromosome:NZ_CP026632.1/CP026632.1,-,1,4003,3612,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/185/GCF_004636185.1_ASM463618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/185/GCA_004636185.1_ASM463618v1
"Bordetella pertussis","J362",19440,SAMN08469392 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636205.1 ,4.09952,67.7,chromosome:NZ_CP026633.1/CP026633.1,-,1,3988,3586,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/205/GCF_004636205.1_ASM463620v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/205/GCA_004636205.1_ASM463620v1
"Bordetella pertussis","J525",19440,SAMN08469401 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636225.1 ,4.10726,67.7,chromosome:NZ_CP026624.1/CP026624.1,-,1,4001,3607,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/225/GCF_004636225.1_ASM463622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/225/GCA_004636225.1_ASM463622v1
"Bordetella pertussis","J424",19440,SAMN08469397 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636245.1 ,4.1095,67.7,chromosome:NZ_CP026628.1/CP026628.1,-,1,3999,3597,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/245/GCF_004636245.1_ASM463624v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/245/GCA_004636245.1_ASM463624v1
"Bordetella pertussis","J386",19440,SAMN08469396 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636265.1 ,4.1064,67.7,chromosome:NZ_CP026629.1/CP026629.1,-,1,3994,3609,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/265/GCF_004636265.1_ASM463626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/265/GCA_004636265.1_ASM463626v1
"Bordetella pertussis","A339",19440,SAMN08469391 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636285.1 ,4.1311,67.7,chromosome:NZ_CP026634.1/CP026634.1,-,1,4014,3623,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/285/GCF_004636285.1_ASM463628v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/285/GCA_004636285.1_ASM463628v1
"Bordetella pertussis","J526",19440,SAMN08471228 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636305.1 ,4.10535,67.7,chromosome:NZ_CP026663.1/CP026663.1,-,1,3993,3604,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/305/GCF_004636305.1_ASM463630v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/305/GCA_004636305.1_ASM463630v1
"Bordetella pertussis","J390",19440,SAMN08471227 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636325.1 ,4.10638,67.7,chromosome:NZ_CP026664.1/CP026664.1,-,1,3999,3605,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/325/GCF_004636325.1_ASM463632v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/325/GCA_004636325.1_ASM463632v1
"Bordetella pertussis","J379",19440,SAMN08471226 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636345.1 ,4.10664,67.7,chromosome:NZ_CP026665.1/CP026665.1,-,1,3992,3603,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/345/GCF_004636345.1_ASM463634v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/345/GCA_004636345.1_ASM463634v1
"Bordetella pertussis","J375",19440,SAMN08471225 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636365.1 ,4.10649,67.7,chromosome:NZ_CP026666.1/CP026666.1,-,1,3997,3608,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/365/GCF_004636365.1_ASM463636v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/365/GCA_004636365.1_ASM463636v1
"Bordetella pertussis","J373",19440,SAMN08471224 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636385.1 ,4.1106,67.7,chromosome:NZ_CP026667.1/CP026667.1,-,1,4002,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/385/GCF_004636385.1_ASM463638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/385/GCA_004636385.1_ASM463638v1
"Bordetella pertussis","J372",19440,SAMN08471223 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636405.1 ,4.10547,67.7,chromosome:NZ_CP026668.1/CP026668.1,-,1,3993,3606,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/405/GCF_004636405.1_ASM463640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/405/GCA_004636405.1_ASM463640v1
"Bordetella pertussis","J369",19440,SAMN08471222 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636425.1 ,4.10323,67.7,chromosome:NZ_CP026669.1/CP026669.1,-,1,3993,3601,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/425/GCF_004636425.1_ASM463642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/425/GCA_004636425.1_ASM463642v1
"Bordetella pertussis","J702",19440,SAMN08524484 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636445.1 ,4.10511,67.7,chromosome:NZ_CP026883.1/CP026883.1,-,1,3995,3581,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/445/GCF_004636445.1_ASM463644v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/445/GCA_004636445.1_ASM463644v1
"Bordetella pertussis","J691",19440,SAMN08524476 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636465.1 ,4.10533,67.7,chromosome:NZ_CP026891.1/CP026891.1,-,1,3997,3592,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/465/GCF_004636465.1_ASM463646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/465/GCA_004636465.1_ASM463646v1
"Bordetella pertussis","J687",19440,SAMN08524474 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636485.1 ,4.10634,67.7,chromosome:NZ_CP026893.1/CP026893.1,-,1,3998,3568,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/485/GCF_004636485.1_ASM463648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/485/GCA_004636485.1_ASM463648v1
"Bordetella pertussis","J683",19440,SAMN08524473 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636505.1 ,4.11059,67.7,chromosome:NZ_CP026894.1/CP026894.1,-,1,3998,3603,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/505/GCF_004636505.1_ASM463650v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/505/GCA_004636505.1_ASM463650v1
"Bordetella pertussis","J682",19440,SAMN08524472 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636525.1 ,4.11056,67.7,chromosome:NZ_CP026895.1/CP026895.1,-,1,4001,3588,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/525/GCF_004636525.1_ASM463652v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/525/GCA_004636525.1_ASM463652v1
"Bordetella pertussis","J680",19440,SAMN08524471 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636545.1 ,4.11058,67.7,chromosome:NZ_CP026896.1/CP026896.1,-,1,3998,3594,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/545/GCF_004636545.1_ASM463654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/545/GCA_004636545.1_ASM463654v1
"Bordetella pertussis","J679",19440,SAMN08524470 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636565.1 ,4.11058,67.7,chromosome:NZ_CP026897.1/CP026897.1,-,1,4000,3596,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/565/GCF_004636565.1_ASM463656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/565/GCA_004636565.1_ASM463656v1
"Bordetella pertussis","J667",19440,SAMN08524469 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636785.1 ,4.10875,67.7,chromosome:NZ_CP026898.1/CP026898.1,-,1,3997,3594,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/785/GCF_004636785.1_ASM463678v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/785/GCA_004636785.1_ASM463678v1
"Bordetella pertussis","J662",19440,SAMN08524468 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636805.1 ,4.10425,67.7,chromosome:NZ_CP026899.1/CP026899.1,-,1,3996,3610,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/805/GCF_004636805.1_ASM463680v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/805/GCA_004636805.1_ASM463680v1
"Bordetella pertussis","J589",19440,SAMN08524458 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636825.1 ,4.10531,67.7,chromosome:NZ_CP026909.1/CP026909.1,-,1,3996,3590,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/825/GCF_004636825.1_ASM463682v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/825/GCA_004636825.1_ASM463682v1
"Bordetella pertussis","J588",19440,SAMN08524457 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636845.1 ,4.10646,67.7,chromosome:NZ_CP026910.1/CP026910.1,-,1,3999,3589,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/845/GCF_004636845.1_ASM463684v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/845/GCA_004636845.1_ASM463684v1
"Bordetella pertussis","J582",19440,SAMN08524455 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636865.1 ,4.10635,67.7,chromosome:NZ_CP026912.1/CP026912.1,-,1,3996,3576,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/865/GCF_004636865.1_ASM463686v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/865/GCA_004636865.1_ASM463686v1
"Bordetella pertussis","J571",19440,SAMN08524454 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636885.1 ,4.10664,67.7,chromosome:NZ_CP026913.1/CP026913.1,-,1,3996,3590,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/885/GCF_004636885.1_ASM463688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/885/GCA_004636885.1_ASM463688v1
"Bordetella pertussis","J567",19440,SAMN08524453 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636905.1 ,4.10662,67.7,chromosome:NZ_CP026914.1/CP026914.1,-,1,3994,3575,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/905/GCF_004636905.1_ASM463690v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/905/GCA_004636905.1_ASM463690v1
"Bordetella pertussis","J549",19440,SAMN08524452 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636925.1 ,4.10657,67.7,chromosome:NZ_CP026915.1/CP026915.1,-,1,3995,3565,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/925/GCF_004636925.1_ASM463692v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/925/GCA_004636925.1_ASM463692v1
"Bordetella pertussis","J546",19440,SAMN08524451 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636945.1 ,4.10644,67.7,chromosome:NZ_CP026916.1/CP026916.1,-,1,3995,3587,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/945/GCF_004636945.1_ASM463694v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/945/GCA_004636945.1_ASM463694v1
"Bordetella pertussis","J132",19440,SAMN08524449 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636965.1 ,4.08707,67.7,chromosome:NZ_CP026918.1/CP026918.1,-,1,3976,3577,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/965/GCF_004636965.1_ASM463696v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/965/GCA_004636965.1_ASM463696v1
"Bordetella pertussis","J130",19440,SAMN08524448 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004636985.1 ,4.10305,67.7,chromosome:NZ_CP026919.1/CP026919.1,-,1,3989,3585,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/636/985/GCF_004636985.1_ASM463698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/636/985/GCA_004636985.1_ASM463698v1
"Bordetella pertussis","J092",19440,SAMN08524445 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004637005.1 ,4.11372,67.7,chromosome:NZ_CP026922.1/CP026922.1,-,1,4003,3598,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/637/005/GCF_004637005.1_ASM463700v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/637/005/GCA_004637005.1_ASM463700v1
"Bordetella pertussis","J586",19440,SAMN08524456 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004637025.1 ,4.10637,67.7,chromosome:NZ_CP026911.1/CP026911.1,-,1,3997,3593,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/637/025/GCF_004637025.1_ASM463702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/637/025/GCA_004637025.1_ASM463702v1
"Bordetella pertussis","J233",19440,SAMN08524450 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004637045.1 ,4.10439,67.7,chromosome:CP026917.1,-,1,3978,3582,2019/04/05,2019/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/637/045/GCF_004637045.1_ASM463704v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/637/045/GCA_004637045.1_ASM463704v1
"Bordetella pertussis","J205",19440,SAMN07352214 ,PRJNA279196,"Proteobacteria","Betaproteobacteria",GCA_004637165.1 ,4.1064,67.7,chromosome:NZ_CP026990.1/CP026990.1,-,1,3999,3554,2019/04/05,2019/04/08,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/637/165/GCF_004637165.1_ASM463716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/637/165/GCA_004637165.1_ASM463716v1
