Alias	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	ENA_checklist	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	SRA_accession	Sample_Name	Title	collected_by	collection_date	geo_loc_name	geographic_location_country_and_or_sea	host	host_disease	host_health_state	isolate	isolation_source	lat_lon	strain	Consent
	WGS		493	PRJNA279196	SAMN11539694	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781624						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539694_K240_201905011205	2019-05-02	400	239	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002841	SRS4714466	SRP094480		K240		missing	2018	USA: OR		Homo sapiens	pertussis		K240	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539695	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781625						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539695_K241_201905011205	2019-05-02	352	213	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002840	SRS4714467	SRP094480		K241		missing	2018	USA: OR		Homo sapiens	pertussis		K241	missing	missing		public
	WGS		493	PRJNA279196	SAMN11539696	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781626						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539696_K242_201905011205	2019-05-02	385	231	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002839	SRS4714468	SRP094480		K242		missing	2018	USA: OR		Homo sapiens	pertussis		K242	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539697	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781627						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539697_K243_201905011205	2019-05-02	357	216	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002838	SRS4714469	SRP094480		K243		missing	2018	USA: OR		Homo sapiens	pertussis		K243	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539690	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781628						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539690_K236_201905011205	2019-05-02	418	245	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002837	SRS4714470	SRP094480		K236		missing	2018	USA: OR		Homo sapiens	pertussis		K236	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539691	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781629						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539691_K237_201905011205	2019-05-02	388	238	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002836	SRS4714471	SRP094480		K237		missing	2018	USA: OR		Homo sapiens	pertussis		K237	missing	missing		public
	WGS		492	PRJNA279196	SAMN11539692	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781630						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539692_K238_201905011205	2019-05-02	457	265	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002835	SRS4714472	SRP094480		K238		missing	2018	USA: OR		Homo sapiens	pertussis		K238	missing	missing		public
	WGS		494	PRJNA279196	SAMN11539693	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781631						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539693_K239_201905011205	2019-05-02	335	197	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002834	SRS4714473	SRP094480		K239		missing	2018	USA: OR		Homo sapiens	pertussis		K239	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539712	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781632						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539712_K258_201905011205	2019-05-02	338	209	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002833	SRS4714474	SRP094480		K258		missing	2018	USA: OR		Homo sapiens	pertussis		K258	missing	missing		public
	WGS		494	PRJNA279196	SAMN11539713	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781633						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539713_K259_201905011205	2019-05-02	400	249	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002832	SRS4714475	SRP094480		K259		missing	2018	USA: OR		Homo sapiens	pertussis		K259	missing	missing		public
	WGS		495	PRJNA279196	SAMN11539710	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781634						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539710_K256_201905011205	2019-05-02	338	204	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002831	SRS4714476	SRP094480		K256		missing	2018	USA: OR		Homo sapiens	pertussis		K256	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539711	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781635						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539711_K257_201905011205	2019-05-02	380	224	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002830	SRS4714477	SRP094480		K257		missing	2018	USA: OR		Homo sapiens	pertussis		K257	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539716	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781636						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539716_K262_201905011205	2019-05-02	335	199	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002829	SRS4714478	SRP094480		K262		missing	2018	USA: OR		Homo sapiens	pertussis		K262	missing	missing		public
	WGS		493	PRJNA279196	SAMN11539717	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781637						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539717_K263_201905011205	2019-05-02	301	179	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002828	SRS4714479	SRP094480		K263		missing	2018	USA: OR		Homo sapiens	pertussis		K263	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539714	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781638						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539714_K260_201905011205	2019-05-02	255	150	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002827	SRS4714480	SRP094480		K260		missing	2018	USA: OR		Homo sapiens	pertussis		K260	missing	missing		public
	WGS		491	PRJNA279196	SAMN11539715	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781639						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539715_K261_201905011205	2019-05-02	383	224	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002826	SRS4714481	SRP094480		K261		missing	2018	USA: OR		Homo sapiens	pertussis		K261	missing	missing		public
	WGS		493	PRJNA279196	SAMN11539718	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781640						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539718_K264_201905011205	2019-05-02	339	200	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002825	SRS4714482	SRP094480		K264		missing	2018	USA: OR		Homo sapiens	pertussis		K264	missing	missing		public
	WGS		496	PRJNA279196	SAMN11539719	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781641						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539719_K265_201905011205	2019-05-02	349	208	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002824	SRS4714483	SRP094480		K265		missing	2018	USA: OR		Homo sapiens	pertussis		K265	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539732	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781642						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539732_K278_201905011205	2019-05-02	363	211	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002823	SRS4714484	SRP094480		K278		missing	2018	USA: CO		Homo sapiens	pertussis		K278	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539649	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781643						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539649_K195_201905011205	2019-05-02	271	151	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002822	SRS4714485	SRP094480		K195		missing	2018	USA: MN		Homo sapiens	pertussis		K195	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539648	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781644						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539648_K194_201905011205	2019-05-02	270	149	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002821	SRS4714486	SRP094480		K194		missing	2018	USA: MN		Homo sapiens	pertussis		K194	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539641	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781645						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539641_K187_201905011205	2019-05-02	287	176	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002820	SRS4714487	SRP094480		K187		missing	2018	USA: MN		Homo sapiens	pertussis		K187	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539640	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781646						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539640_K186_201905011205	2019-05-02	279	155	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002819	SRS4714488	SRP094480		K186		missing	2018	USA: MN		Homo sapiens	pertussis		K186	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539643	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781647						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539643_K189_201905011205	2019-05-02	269	151	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002818	SRS4714489	SRP094480		K189		missing	2018	USA: MN		Homo sapiens	pertussis		K189	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539642	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781648						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539642_K188_201905011205	2019-05-02	353	218	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002817	SRS4714490	SRP094480		K188		missing	2018	USA: MN		Homo sapiens	pertussis		K188	missing	missing		public
	WGS		498	PRJNA279196	SAMN11539645	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781649						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539645_K191_201905011205	2019-05-02	316	177	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002816	SRS4714491	SRP094480		K191		missing	2018	USA: MN		Homo sapiens	pertussis		K191	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539644	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781650						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539644_K190_201905011205	2019-05-02	235	138	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002815	SRS4714492	SRP094480		K190		missing	2018	USA: MN		Homo sapiens	pertussis		K190	missing	missing		public
	WGS		499	PRJNA279196	SAMN11539646	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781652						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539646_K192_201905011205	2019-05-02	258	154	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002813	SRS4714493	SRP094480		K192		missing	2018	USA: MN		Homo sapiens	pertussis		K192	missing	missing		public
	WGS		497	PRJNA279196	SAMN11539647	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5781651						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN11539647_K193_201905011205	2019-05-02	283	167	Bordetella pertussis	ILLUMINA	2019-05-02	SRR9002814	SRS4714494	SRP094480		K193		missing	2018	USA: MN		Homo sapiens	pertussis		K193	missing	missing		public
	WGS		585	PRJNA279196	SAMN08471227	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784353						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08471227_J390_201905021157	2019-05-03	448	268	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006234	SRS4717043	SRP094480		J390		missing	2015	USA: WI		Homo sapiens	pertussis			missing	missing	J390	public
	WGS		584	PRJNA279196	SAMN08471227	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784349						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08471227_J392_201905021157	2019-05-03	405	248	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006238	SRS4717043	SRP094480		J390		missing	2015	USA: WI		Homo sapiens	pertussis			missing	missing	J390	public
	WGS		582	PRJNA279196	SAMN08016809	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784351						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08016809_J384_201905021157	2019-05-03	388	242	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006236	SRS4717044	SRP094480		J384		missing	2015	USA: CO		Homo sapiens	pertussis			missing	missing	J384	public
	WGS		579	PRJNA279196	SAMN08395645	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784350						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395645_J391_201905021157	2019-05-03	394	244	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006237	SRS4717045	SRP094480		J391		missing	2015	USA: WI		Homo sapiens	pertussis			missing	missing	J391	public
	WGS		580	PRJNA279196	SAMN08471226	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784352						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08471226_J379_201905021157	2019-05-03	417	250	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006235	SRS4717046	SRP094480		J379		missing	2015	USA: CA		Homo sapiens	pertussis			missing	missing	J379	public
	WGS		574	PRJNA279196	SAMN08469396	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784354						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08469396_J386_201905021157	2019-05-03	463	278	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006233	SRS4717047	SRP094480		J386		missing	2015	USA: CO		Homo sapiens	pertussis			missing	missing	J386	public
	WGS		591	PRJNA279196	SAMN08395644	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784355						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395644_J376_201905021157	2019-05-03	294	167	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006232	SRS4717048	SRP094480		J376		missing	2014	USA: CA		Homo sapiens	pertussis			missing	missing	J376	public
	WGS		590	PRJNA279196	SAMN08471225	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784356						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08471225_J375_201905021157	2019-05-03	347	196	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006231	SRS4717049	SRP094480		J375		missing	2014	USA: CA		Homo sapiens	pertussis			missing	missing	J375	public
	WGS		586	PRJNA279196	SAMN08469395	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784357						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08469395_J378_201905021157	2019-05-03	288	161	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006230	SRS4717050	SRP094480		J378		missing	2015	USA: CA		Homo sapiens	pertussis			missing	missing	J378	public
	WGS		582	PRJNA279196	SAMN04388408	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784358						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN04388408_J377_201905021157	2019-05-03	354	239	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006229	SRS4717051	SRP094480		J377		missing	2015	USA: CA		Homo sapiens	pertussis			missing	missing	J377	public
	WGS		200	PRJNA279196	SAMN08164948	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784359						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164948_I692_201905021157	2019-05-03	694	419	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006228	SRS4717052	SRP094480		I692		missing	2011	USA: VT		Homo sapiens	pertussis			missing	missing	I692	public
	WGS		502	PRJNA279196	SAMN08164946	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784364						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164946_I598_201905021157	2019-05-03	1292	746	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006223	SRS4717053	SRP094480		I598		missing	2013	USA: WA		Homo sapiens	pertussis			missing	missing	I598	public
	WGS		200	PRJNA279196	SAMN08164946	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784361						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164946_I598_201905021157b	2019-05-03	577	347	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006226	SRS4717053	SRP094480		I598		missing	2013	USA: WA		Homo sapiens	pertussis			missing	missing	I598	public
	WGS		200	PRJNA279196	SAMN08214408	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784360						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08214408_I705_201905021157	2019-05-03	187	103	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006227	SRS4717054	SRP094480		I705		missing	2011	USA: VT		Homo sapiens	pertussis			missing	missing	I705	public
	WGS		200	PRJNA279196	SAMN08164945	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784363						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164945_I462_201905021157	2019-05-03	626	379	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006224	SRS4717055	SRP094480		I462		missing	2012	USA: CT		Homo sapiens	pertussis			missing	missing	I462	public
	WGS		200	PRJNA279196	SAMN08164947	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784362						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164947_I623_201905021157	2019-05-03	877	520	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006225	SRS4717056	SRP094480		I623		missing	2012	USA: VT		Homo sapiens	pertussis			missing	missing	I623	public
	WGS		200	PRJNA279196	SAMN08164944	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784366						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164944_I439_201905021157	2019-05-03	816	492	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006221	SRS4717057	SRP094480		I439		missing	2012	USA: CO		Homo sapiens	pertussis			missing	missing	I439	public
	WGS		502	PRJNA279196	SAMN08214407	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784368						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08214407_I420_201905021157	2019-05-03	1644	960	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006219	SRS4717058	SRP094480		I420		missing	2012	USA: WA		Homo sapiens	pertussis			missing	missing	I420	public
	WGS		200	PRJNA279196	SAMN08214407	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784365						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08214407_I420_201905021157b	2019-05-03	896	533	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006222	SRS4717058	SRP094480		I420		missing	2012	USA: WA		Homo sapiens	pertussis			missing	missing	I420	public
	WGS		200	PRJNA279196	SAMN05948796	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784367						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN05948796_I385_201905021157	2019-05-03	595	348	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006220	SRS4717059	SRP094480		I385		missing	2012	USA: CT		Homo sapiens	pertussis			missing	missing	I385	public
	WGS		579	PRJNA279196	SAMN08395629	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784369						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395629_J322_201905021157	2019-05-03	426	247	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006218	SRS4717060	SRP094480		J322		missing	2015	USA: CO		Homo sapiens	pertussis			missing	missing	J322	public
	WGS		582	PRJNA279196	SAMN08395630	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784370						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395630_J323_201905021157	2019-05-03	432	247	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006217	SRS4717061	SRP094480		J323		missing	2015	USA: CO		Homo sapiens	pertussis			missing	missing	J323	public
	WGS		582	PRJNA279196	SAMN08395624	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784373						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395624_J269_201905021157	2019-05-03	392	224	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006214	SRS4717062	SRP094480		J269		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J269	public
	WGS		583	PRJNA279196	SAMN08395622	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784371						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395622_J267_201905021157	2019-05-03	471	282	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006216	SRS4717063	SRP094480		J267		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J267	public
	WGS		576	PRJNA279196	SAMN08395625	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784374						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395625_J270_201905021157	2019-05-03	502	288	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006213	SRS4717064	SRP094480		J270		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J270	public
	WGS		581	PRJNA279196	SAMN08395623	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784372						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395623_J268_201905021157	2019-05-03	488	281	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006215	SRS4717065	SRP094480		J268		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J268	public
	WGS		585	PRJNA279196	SAMN08395626	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784375						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395626_J272_201905021157	2019-05-03	405	233	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006212	SRS4717066	SRP094480		J272		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J272	public
	WGS		577	PRJNA279196	SAMN08395628	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784377						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395628_J275_201905021157	2019-05-03	415	245	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006210	SRS4717067	SRP094480		J275		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J275	public
	WGS		581	PRJNA279196	SAMN08395627	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784376						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08395627_J274_201905021157	2019-05-03	446	257	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006211	SRS4717068	SRP094480		J274		missing	2014	USA: VT		Homo sapiens	pertussis			missing	missing	J274	public
	WGS		583	PRJNA279196	SAMN06007545	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784378						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN06007545_J313_201905021157	2019-05-03	512	292	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006209	SRS4717069	SRP094480		J313		missing	2014	USA: MN		Homo sapiens	pertussis			missing	missing	J313	public
	WGS		200	PRJNA279196	SAMN08136990	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784380						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08136990_I372_201905021157	2019-05-03	464	268	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006207	SRS4717070	SRP094480		I372		missing	2012	USA: NM		Homo sapiens	pertussis			missing	missing	I372	public
	WGS		592	PRJNA279196	SAMN08136987	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784383						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08136987_H902_201905021157	2019-05-03	554	339	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006204	SRS4717071	SRP094480		H902		missing	2011	USA: NY		Homo sapiens	pertussis			missing	missing	H902	public
	WGS		200	PRJNA279196	SAMN06007762	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784382						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN06007762_I094_201905021157	2019-05-03	473	279	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006205	SRS4717072	SRP094480		I094		missing	2012	USA: OR		Homo sapiens	pertussis			missing	missing	I094	public
	WGS		594	PRJNA279196	SAMN08136988	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784381						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08136988_I120_201905021157	2019-05-03	792	492	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006206	SRS4717073	SRP094480		I120		missing	2012	USA: NY		Homo sapiens	pertussis			missing	missing	I120	public
	WGS		593	PRJNA279196	SAMN08164941	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784384						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164941_H877_201905021157	2019-05-03	448	277	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006203	SRS4717074	SRP094480		H877		missing	2012	USA: OR		Homo sapiens	pertussis			missing	missing	H877	public
	WGS		592	PRJNA279196	SAMN08136989	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784386						0	Illumina MiSeq	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08136989_I223_201905021157	2019-05-03	358	220	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006201	SRS4717075	SRP094480		I223		missing	2012	USA: FL		Homo sapiens	pertussis			missing	missing	I223	public
	WGS		200	PRJNA279196	SAMN08164943	Pathogen.cl	CDC-DBD	sra	ncbi					SRX5784385						0	Illumina HiSeq 2500	PAIRED	RANDOM	GENOMIC	PRJNA279196_SAMN08164943_I323_201905021157	2019-05-03	412	238	Bordetella pertussis	ILLUMINA	2019-05-03	SRR9006202	SRS4717076	SRP094480		I323		missing	2012	USA: MN		Homo sapiens	pertussis			missing	missing	I323	public
